Bit#|Name                  |??|?|MaxValue|NewGame |Chapter2|Chapter3|Chapter4|Chapter5|EndGame |Note
080F|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0810|                      |00|0|       7|       0|       0|       0|       0|       0|       0|
0811|                      |00|0|       7|       0|       0|       0|       0|       0|       0|
0812|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0813|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0814|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0815|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0816|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0817|                      |A6|1|       1|       0|       0|       0|       0|       0|       1|
0818|                      |74|1|       1|       0|       0|       0|       0|       0|       0|
0819|                      |79|1|       1|       0|       0|       0|       1|       1|       1|
081A|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
081B|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
081C|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
081D|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
081E|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
081F|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0820|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0823|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0824|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0825|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0826|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0827|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0828|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0829|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
082A|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
082E|HaveWallCityMap       |00|0|       1|       0|       0|       0|       0|       0|       1|
082F|HaveCapeClawMap       |00|0|       1|       0|       0|       0|       0|       0|       1|
0830|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0831|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0832|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0835|HaveMoonPassMap       |00|0|       1|       0|       0|       0|       0|       0|       1|
083A|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
083B|HaveFireSpellStone2   |7D|1|       1|       0|       0|       0|       1|       0|       0|
083C|HaveWaterSpellStone2  |9D|1|       1|       0|       0|       0|       0|       1|       0|
0841|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0842|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0848|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0849|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
084B|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
084D|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0850|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0852|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0854|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0857|                      |41|1|       1|       0|       0|       1|       1|       1|       1|
0859|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
085B|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
085C|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
085D|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
085E|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0860|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0862|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0865|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0866|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0867|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0868|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0869|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
086A|NumMoonSeeds          |00|0|       7|       0|       0|       1|       1|       0|       7|
086E|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0874|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0875|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0876|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0877|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0878|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
087B|                      |00|0|       3|       0|       0|       1|       1|       1|       1|
087C|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0882|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0883|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0884|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0886|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0887|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
088A|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
088B|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
088C|                      |00|0|       3|       0|       0|       3|       3|       3|       3|
088E|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
088F|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0890|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0891|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0892|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0893|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0894|                      |00|0|       3|       0|       0|       0|       0|       0|       0|
0895|                      |00|0|       7|       0|       0|       3|       3|       3|       4|
0896|                      |00|0|       7|       0|       0|       6|       6|       6|       3|
0897|                      |00|0|       7|       0|       0|       4|       4|       4|       6|
0898|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0899|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
089B|                      |42|1|       1|       0|       0|       1|       1|       1|       1|
089D|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
089E|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
089F|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
08A0|                      |71|1|       1|       0|       0|       0|       0|       0|       0|
08A1|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
08A2|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
08A3|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
08A5|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
08A7|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
08A8|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
08A9|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
08AA|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
08AB|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
08AC|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
08AD|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
08AE|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
08B0|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
08B6|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
08B7|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
08B8|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
08B9|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
08BA|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
08BC|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
08BD|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
08BE|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
08BF|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
08C2|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
08C3|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
08C7|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
08C8|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
08C9|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
08CA|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
08CF|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
08D0|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
08D2|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
08D4|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
08EE|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
08EF|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
08F0|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
08F2|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
08F3|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
08F4|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
08F5|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
08F8|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
08F9|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
08FA|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
08FB|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
08FC|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
08FD|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
08FE|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
08FF|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0903|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0904|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0905|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0908|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
090B|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
090C|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
090D|HaveStaffGem          |00|0|       1|       0|       1|       1|       1|       1|       1|Have collected a Staff Energy Gem (if 0, explain it when you collect one)
090E|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
090F|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0910|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0911|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0912|WarpRelated0912       |00|0|       1|       0|       1|       1|       1|       1|       1|related to warp pads
0913|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0914|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0915|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0919|Have50ScarabBag       |00|0|       1|       0|       1|       1|       1|       1|       1|
091A|Have100ScarabBag      |00|0|       1|       0|       0|       1|       1|       1|       1|
091B|Have200ScarabBag      |00|0|       1|       0|       0|       0|       0|       1|       1|
0921|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0929|                      |00|0|       7|       0|       0|       0|       0|       0|       0|
092A|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
092E|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
092F|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0930|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0931|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
0938|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0939|                      |53|1|       1|       0|       0|       1|       1|       1|       1|
093A|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0940|                      |56|1|       1|       0|       0|       1|       1|       1|       1|
0941|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0944|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
094A|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
094B|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
094E|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
094F|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0950|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0951|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0952|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0953|HaveFlute             |00|0|       1|       0|       0|       1|       1|       1|       1|
0956|                      |09|1|       1|       0|       1|       1|       1|       1|       0|
0957|HaveStaffBooster      |1C|1|       1|       0|       1|       1|       1|       1|       1|
0958|HaveLaserSpell        |00|0|       1|       0|       0|       0|       0|       0|       0|Have Rapid Fire Laser Spell (unused)
095B|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
095C|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
095D|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
095E|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
095F|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0960|StaffRelated0960      |00|0|       1|       0|       1|       1|       1|       1|       1|
0961|StaffRelated0961      |00|0|       1|       0|       0|       0|       0|       0|       0|
0962|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0963|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0964|StaffRelated0964      |00|0|       1|       0|       1|       1|       1|       1|       1|
0965|StaffRelated0965      |00|0|       1|       0|       1|       0|       0|       0|       0|
0967|HaveNoFireflies       |00|0|       1|       1|       0|       0|       0|       0|       0|set at start of new game
0969|StaffRelated0969      |00|0|       1|       0|       1|       0|       0|       0|       0|
096A|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
096B|StaffRelated096B      |00|0|       1|       0|       1|       0|       0|       0|       0|
0974|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0975|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0976|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0977|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0986|StaffRelated0986      |00|0|       1|       0|       1|       0|       0|       0|       0|
0989|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
098A|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
098C|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
098E|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0990|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0992|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0994|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0996|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0998|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
099B|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
099D|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
099F|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
09A1|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
09A2|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
09A3|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
09A4|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
09A5|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
09A6|                      |3F|1|       1|       0|       0|       1|       1|       1|       1|
09A8|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
09AA|                      |02|1|       1|       0|       1|       1|       1|       1|       1|
09AB|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
09AC|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
09AD|                      |03|1|       1|       0|       1|       1|       1|       1|       1|
09AF|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
09B0|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
09B1|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
09B2|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
09B3|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
09B4|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
09BA|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
09BB|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
09BC|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
09BD|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
09BE|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
09BF|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
09CC|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
09CE|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
09CF|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
09D3|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
09D4|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
09DE|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
09E9|                      |8D|1|       1|       0|       0|       0|       0|       1|       1|
09ED|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
09EE|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
09EF|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
09F3|                      |96|1|       1|       0|       0|       0|       0|       1|       1|
09F4|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
09F6|                      |29|1|       1|       0|       1|       1|       1|       1|       1|
09FC|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
09FD|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
09FE|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
09FF|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0A00|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
0A08|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0A09|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
0A0A|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
0A0B|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
0A0C|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
0A0D|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0A19|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0A21|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0A22|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0A23|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0A24|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0A25|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0A26|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0A27|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0A28|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0A2E|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0A35|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0A36|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0A42|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0A43|                      |7E|1|       1|       0|       0|       0|       0|       1|       1|
0A45|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0A48|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0A49|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0A57|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0A58|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0A59|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0A5A|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0A5B|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0A5D|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0A5E|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0A5F|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0A63|WorldMapDinoPlanet    |00|0|       1|       0|       1|       1|       1|       1|       1|unlocked Dinosaur Planet on world map (automatically set when loading the world map)
0A64|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0A65|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0A66|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
0A67|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
0A72|                      |00|0|       1|       0|       1|       1|       1|       1|       0|
0A73|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0A74|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0A75|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0A76|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0A77|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0A78|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0A7D|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0A7E|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0A80|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0A82|                      |25|1|       1|       0|       0|       0|       0|       0|       0|
0A83|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0A84|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0A85|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
0A86|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0A87|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0A88|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0A89|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0A8A|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0A8B|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0A9A|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0A9B|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0A9C|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0A9D|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
0A9E|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0A9F|                      |00|0|   FFFFF|       0|       0|       0|       0|       0|       0|
0AA0|                      |00|0|   FFFFF|       0|       0|       0|       0|       0|       0|
0AA1|                      |00|0|   FFFFF|       0|       0|       0|       0|       0|       0|
0AA2|                      |00|0|   FFFFF|       0|       0|       0|       0|       0|       0|
0AA3|                      |00|0|   FFFFF|       0|       0|       0|       0|       0|       0|
0AA4|                      |00|0|   FFFFF|       0|       0|       0|       0|       0|       0|
0AA9|                      |00|0|   FFFFF|       0|       0|       0|       0|       0|       0|
0AAE|                      |00|0|   FFFFF|       0|       0|       0|       0|       0|       0|
0AB3|                      |00|0|   FFFFF|       0|       0|       0|       0|       0|       0|
0AB8|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0AB9|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0AC3|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0ACF|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0AD2|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0AD3|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0AD4|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0AD5|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0AD6|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0AD8|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0AD9|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0ADA|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0ADB|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0ADC|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0ADD|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0ADF|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0AE7|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0AF3|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0AF4|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0AF5|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0AF6|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0AF7|                      |00|0|       7|       0|       0|       0|       0|       0|       0|
0AF8|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0AF9|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0AFA|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0AFB|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0AFC|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0AFD|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0AFE|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0B04|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0B05|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0B06|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0B0A|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0B0B|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0B0C|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0B0D|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0B0E|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0B0F|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0B1E|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0B1F|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0B23|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0B49|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0B4B|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0B4C|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0B4D|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0B4E|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0B4F|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0B50|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0B52|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0B53|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0B54|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0B55|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0B56|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0B57|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0B5A|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0B5B|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0B5C|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0B5D|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0B5E|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0B5F|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0B60|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0B61|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0B62|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0B63|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0B64|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0B65|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0B66|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0B67|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0B68|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0B74|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0B75|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0B77|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0B78|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0B79|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0B7A|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0B7B|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0B7C|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0B7F|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0B80|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0B82|                      |00|0|       1|       0|       0|       0|       0|       1|       0|
0B83|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0B84|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0B85|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0B86|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0B88|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0B8C|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0B8D|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0B8E|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0B8F|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0B96|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0B98|ShowBombCounter       |00|0|       1|       0|       1|       1|       1|       1|       1|on HUD
