Bit#|T|??|?|MaxValue|Name|Note
074A|2|00|0|00000001||
074B|2|00|0|00000001||
074C|2|00|0|00000001||
074D|2|00|0|00000001||
074E|2|00|0|00000001||
074F|2|00|0|00000001||
0750|2|00|0|00000001||
0751|2|00|0|00000001||
0752|2|00|0|00000001||
0753|2|00|0|00000001||
0754|2|00|0|00000001||
0755|2|00|0|00000001||
0756|2|00|0|00000001||
0757|2|00|0|00000001||
0758|2|00|0|00000001||
0759|2|00|0|00000001||
075A|2|00|0|00000001||
075B|2|00|0|00000001||
075C|2|00|0|00000001||
075D|2|00|0|00000001||
075E|2|00|0|00000001||
075F|2|00|0|00000001||
0760|2|00|0|00000001||
0761|2|00|0|00000001||
0762|2|00|0|00000001||
0763|2|00|0|00000001||
0764|1|00|0|00000001||
0765|1|00|0|00000001||
0766|2|00|0|00000001||
0767|2|00|0|00000001||
0768|0|00|0|00000001||
0769|0|00|0|00000001||
076A|0|00|0|00000001||
076B|0|00|0|00000001||
076C|2|00|0|00000001||
076D|2|00|0|00000001||
076E|1|00|0|0000000F||
076F|1|00|0|0000000F||
0770|0|00|0|00000001||
0771|2|00|0|00000001||
0772|0|00|0|00FFFFFF||
0773|0|00|0|0000FFFF||
0774|1|00|0|00000001||
0775|1|00|0|00000001||
0776|1|00|0|00000001||
0777|2|00|0|00000001||
0778|2|00|0|00000001||
0779|0|00|0|00000001||
077A|0|00|0|00000001||
077B|0|00|0|00000001||
077C|0|00|0|00000001||
077D|0|00|0|00000001||
077E|0|00|0|00000001||
077F|0|00|0|00000001||
0780|2|00|0|00000001||
0781|0|00|0|00000001||
0782|2|00|0|00000001||
0783|1|00|0|00000001||
0784|0|00|0|00000001||
0785|2|00|0|00000001||
0786|0|00|0|00000001||
0787|2|00|0|00000001||
0788|1|00|0|00000001||
0789|1|00|0|00000007||
078A|0|00|0|00000001||
078B|1|00|0|00000001||
078C|0|00|0|00000001||
078D|2|00|0|00000001||
078E|0|00|0|00000001||
078F|0|00|0|00000001||
0790|0|00|0|00000001||
0791|0|00|0|00000001||
0792|2|00|0|00000001||
0793|2|00|0|00000001||
0794|2|00|0|00000001||
0795|0|00|0|00000001||
0796|0|00|0|00000001||
0797|0|00|0|00000001||
0798|0|00|0|00000001||
0799|0|00|0|00000001||
079A|0|00|0|00000001||
079B|0|00|0|00000001||
079C|0|00|0|00000001||
079D|0|00|0|00000001||
079E|0|00|0|00000001||
079F|0|00|0|00000001||
07A0|2|00|0|00000001||
07A1|2|00|0|00000001||
07A2|2|00|0|00000001||
07A3|2|00|0|00000001||
07A4|1|00|0|00000001||
07A5|0|00|0|00000001||
07A6|0|00|0|00000001||
07A7|2|00|0|00000001||
07A8|2|00|0|00000001||
07A9|1|00|0|00000007||
07AA|1|00|0|0000001F||
07AB|0|00|0|00000001||
07AC|0|00|0|00000001||
07AD|0|00|0|00000001||
07AE|0|00|0|00000001||
07AF|2|00|0|00000001||
07B0|0|00|0|00000001||
07B1|0|00|0|00000001||
07B2|0|00|0|00000001||
07B3|0|00|0|00000001||
07B4|0|00|0|00000001||
07B5|0|00|0|00000001||
07B6|1|00|0|00000001||
07B7|0|00|0|00000001||
07B8|0|00|0|00000001||
07B9|0|00|0|00000001||
07BA|1|00|0|00000001||
07BB|1|00|0|00000001||
07BC|1|00|0|00000001||
07BD|2|00|0|00000001||
07BE|2|00|0|00000001||
07BF|1|00|0|00000001||
07C0|2|00|0|00000001||
07C1|2|00|0|00000001||
07C2|2|9F|1|00000001||
07C3|2|00|0|00000001||
07C4|2|00|0|00000001||
07C5|0|00|0|00000001||
07C6|0|00|0|00000001||
07C7|1|00|0|00000001||
07C8|1|00|0|00000001||
07C9|1|00|0|00000001||
07CA|0|00|0|00000001||
07CB|0|00|0|00000001||
07CC|1|00|0|00000001||
07CD|1|00|0|00000001||
07CE|3|00|0|FFFFFFFF||
07CF|0|00|0|00000001||
07D0|0|00|0|00000001||
07D1|0|00|0|00000001||
07D2|0|00|0|00000001||
07D3|0|00|0|00000001||
07D4|1|00|0|00000001||
07D5|0|00|0|00000001||
07D6|0|00|0|00000001||
07D7|0|00|0|00000001||
07D8|0|00|0|00000001||
07D9|0|00|0|00000001||
07DA|0|00|0|00000001||
07DB|0|00|0|00000001||
07DC|0|00|0|00000001||
07DD|2|00|0|00000001|HaveDragRockMap|
07DE|2|00|0|00000001||
07DF|0|00|0|00000001||
07E0|2|00|0|00000001||
07E1|2|00|0|00000001||
07E2|0|00|0|00000001||
07E3|0|00|0|00000001||
07E4|0|00|0|00000001||
07E5|2|00|0|00000001|HaveKrazoaMap|
07E6|2|00|0|00000001||
07E7|2|00|0|00000001||
07E8|2|00|0|00000001||
07E9|2|00|0|00000001|HaveOceanMap|Have Ocean Force Point Map
07EA|2|00|0|00000001||
07EB|0|00|0|00000001||
07EC|0|00|0|00000001||
07ED|1|00|0|00000001||
07EE|1|00|0|00000001||
07EF|1|00|0|00000001||
07F0|1|00|0|00000001||
07F1|2|00|0|00000001||
07F2|2|00|0|00000001||
07F3|2|00|0|00000001||
07F4|2|00|0|00000001||
07F5|2|00|0|00000001||
07F6|2|00|0|00000001||
07F7|1|00|0|00000001||
07F8|2|76|1|00000001||
07F9|2|00|0|00000001||
07FA|2|00|0|00000001||
07FB|2|00|0|00000001||
07FC|2|77|1|00000001||
07FD|0|00|0|00000001||
07FE|0|00|0|00000001||
07FF|0|00|0|00000001||
0800|0|00|0|00000001||
0801|0|00|0|00000001||
0802|1|00|0|00000001||
0803|0|00|0|00000001||
0804|2|00|0|00000001||
0805|0|00|0|00000001||
0806|0|00|0|00000001||
0807|0|00|0|00000001||
0808|2|00|0|00000001||
0809|2|00|0|00000001||
080A|1|00|0|00000001||
080B|0|00|0|00000001||
080C|2|00|0|00000001||
080D|0|00|0|00000001||
080E|0|00|0|00000001||
080F|2|00|0|00000001||
0810|2|00|0|00000007||
0811|2|00|0|00000007||
0812|2|00|0|00000001||
0813|2|00|0|00000001||
0814|2|00|0|00000001||
0815|2|00|0|00000001||
0816|2|00|0|00000001||
0817|2|A6|1|00000001||
0818|2|74|1|00000001||
0819|2|79|1|00000001||
081A|2|00|0|00000001||
081B|2|00|0|00000001||
081C|2|00|0|00000001||
081D|2|00|0|00000001||
081E|2|00|0|00000001||
081F|2|00|0|00000001||
0820|2|00|0|00000001||
0821|1|00|0|00000001||
0822|0|00|0|00000001||
0823|2|00|0|00000001||
0824|2|00|0|00000001||
0825|2|00|0|00000001||
0826|2|00|0|00000001||
0827|2|00|0|00000001||
0828|2|00|0|00000001||
0829|2|00|0|00000001||
082A|2|00|0|00000001||
082B|1|00|0|0000000F||
082C|0|00|0|00000001||
082D|0|00|0|00000001||
082E|2|00|0|00000001|HaveWallCityMap|
082F|2|00|0|00000001|HaveCapeClawMap|
0830|2|00|0|00000001||
0831|2|00|0|00000001||
0832|2|00|0|00000001||
0833|0|00|0|00000001||
0834|0|00|0|00000001||
0835|2|00|0|00000001|HaveMoonPassMap|
0836|0|00|0|00000001||
0837|0|00|0|00000001||
0838|0|00|0|00000001||
0839|0|00|0|00000001||
083A|2|00|0|00000001||
083B|2|7D|1|00000001|HaveFireSpellStone2|
083C|2|9D|1|00000001|HaveWaterSpellStone2|
083D|0|00|0|00000001||
083E|1|00|0|00000001||
083F|1|00|0|00000007||
0840|1|00|0|00000001||
0841|2|00|0|00000001||
0842|2|00|0|00000001||
0843|0|00|0|00000001||
0844|0|00|0|00000001||
0845|0|00|0|00000001||
0846|1|00|0|00000001||
0847|1|00|0|00000001||
0848|2|00|0|00000001||
0849|2|00|0|00000001||
084A|0|00|0|00000001||
084B|2|00|0|00000001||
084C|0|00|0|00000001||
084D|2|00|0|00000001||
084E|0|00|0|00000001||
084F|1|00|0|00000001||
0850|2|00|0|00000001||
0851|0|00|0|00000001||
0852|2|00|0|00000001||
0853|0|00|0|00000001||
0854|2|00|0|00000001||
0855|0|00|0|00000001||
0856|0|00|0|00000001||
0857|2|41|1|00000001||
0858|0|00|0|00000001||
0859|2|00|0|00000001||
085A|0|00|0|00000001||
085B|2|00|0|00000001||
085C|2|00|0|00000001||
085D|2|00|0|00000001||
085E|2|00|0|00000001||
085F|0|00|0|00000001||
0860|2|00|0|00000001||
0861|0|00|0|00000001||
0862|2|00|0|00000001||
0863|0|00|0|00000001||
0864|0|00|0|00000001||
0865|2|00|0|00000001||
0866|2|00|0|00000001||
0867|2|00|0|00000001||
0868|2|00|0|00000001||
0869|2|00|0|00000001||
086A|2|00|0|00000007|NumMoonSeeds|
086B|1|00|0|00000001||
086C|1|00|0|00000001||
086D|1|00|0|00000001||
086E|2|00|0|00000001||
086F|1|00|0|00000001||
0870|1|00|0|00000001||
0871|1|00|0|00000001||
0872|1|00|0|00000001||
0873|1|00|0|00000001||
0874|2|00|0|00000001||
0875|2|00|0|00000001||
0876|2|00|0|00000001||
0877|2|00|0|00000001||
0878|2|00|0|00000001||
0879|0|00|0|00000001||
087A|0|00|0|00000001||
087B|2|00|0|00000003||
087C|2|00|0|00000001||
087D|1|00|0|00000001||
087E|1|00|0|00000001||
087F|1|00|0|00000001||
0880|0|00|0|00000001||
0881|0|00|0|00000001||
0882|2|00|0|00000001||
0883|2|00|0|00000001||
0884|2|00|0|00000001||
0885|0|00|0|00000001||
0886|2|00|0|00000001||
0887|2|00|0|00000001||
0888|0|00|0|00000001||
0889|0|00|0|00000001||
088A|2|00|0|00000001||
088B|2|00|0|00000001||
088C|2|00|0|00000003||
088D|1|00|0|00000001||
088E|2|00|0|00000001||
088F|2|00|0|00000001||
0890|2|00|0|00000001||
0891|2|00|0|00000001||
0892|2|00|0|00000001||
0893|2|00|0|00000001||
0894|2|00|0|00000003||
0895|2|00|0|00000007||
0896|2|00|0|00000007||
0897|2|00|0|00000007||
0898|2|00|0|00000001||
0899|2|00|0|00000001||
089A|0|00|0|00000001||
089B|2|42|1|00000001||
089C|0|00|0|00000001||
089D|2|00|0|00000001||
089E|2|00|0|00000001||
089F|2|00|0|00000001||
08A0|2|71|1|00000001||
08A1|2|00|0|00000001||
08A2|2|00|0|00000001||
08A3|2|00|0|00000001||
08A4|0|00|0|00000001||
08A5|2|00|0|00000001||
08A6|1|00|0|00000001||
08A7|2|00|0|00000001||
08A8|2|00|0|00000001||
08A9|2|00|0|00000001||
08AA|2|00|0|00000001||
08AB|2|00|0|00000001||
08AC|2|00|0|00000001||
08AD|2|00|0|00000001||
08AE|2|00|0|00000001||
08AF|1|00|0|00000001||
08B0|2|00|0|00000001||
08B1|0|00|0|00000001||
08B2|1|00|0|00000001||
08B3|1|00|0|00000001||
08B4|1|00|0|00000001||
08B5|0|00|0|00000001||
08B6|2|00|0|00000001||
08B7|2|00|0|00000001||
08B8|2|00|0|00000001||
08B9|2|00|0|00000001||
08BA|2|00|0|00000001||
08BB|1|00|0|00000001||
08BC|2|00|0|00000001||
08BD|2|00|0|00000001||
08BE|2|00|0|00000001||
08BF|2|00|0|00000001||
08C0|1|00|0|00000001||
08C1|0|00|0|00000001||
08C2|2|00|0|00000001||
08C3|2|00|0|00000001||
08C4|0|00|0|00000001||
08C5|0|00|0|00000001||
08C6|0|00|0|00000001||
08C7|2|00|0|00000001||
08C8|2|00|0|00000001||
08C9|2|00|0|00000001||
08CA|2|00|0|00000001||
08CB|1|00|0|00000001||
08CC|1|00|0|00000001||
08CD|1|00|0|00000001||
08CE|1|00|0|00000001||
08CF|2|00|0|00000001||
08D0|2|00|0|00000001||
08D1|1|00|0|00000001||
08D2|2|00|0|00000001||
08D3|1|00|0|00000001||
08D4|2|00|0|00000001||
08D5|0|00|0|00000001||
08D6|0|00|0|00000001||
08D7|0|00|0|00000001||
08D8|0|00|0|00000001||
08D9|0|00|0|00000001||
08DA|0|00|0|00000001||
08DB|0|00|0|00000001||
08DC|0|00|0|00000001||
08DD|0|00|0|00000001||
08DE|0|00|0|00000001||
08DF|0|00|0|00000001||
08E0|0|00|0|00000001||
08E1|0|00|0|00000001||
08E2|0|00|0|00000001||
08E3|0|00|0|00000001||
08E4|0|00|0|00000001||
08E5|0|00|0|00000001||
08E6|0|00|0|00000001||
08E7|0|00|0|00000001||
08E8|0|00|0|00000001||
08E9|1|00|0|00000001||
08EA|1|00|0|00000001||
08EB|1|00|0|00000001||
08EC|1|00|0|0000000F||
08ED|3|00|0|FFFFFFFF||
08EE|2|00|0|00000001||
08EF|2|00|0|00000001||
08F0|2|00|0|00000001||
08F1|0|00|0|00000001||
08F2|2|00|0|00000001||
08F3|2|00|0|00000001||
08F4|2|00|0|00000001||
08F5|2|00|0|00000001||
08F6|0|00|0|00000001||
08F7|1|00|0|00000001||
08F8|2|00|0|00000001||
08F9|2|00|0|00000001||
08FA|2|00|0|00000001||
08FB|2|00|0|00000001||
08FC|2|00|0|00000001||
08FD|2|00|0|00000001||
08FE|2|00|0|00000001||
08FF|2|00|0|00000001||
0900|1|00|0|00000007||
0901|1|00|0|00000007||
0902|1|00|0|00000001||
0903|2|00|0|00000001||
0904|2|00|0|00000001||
0905|2|00|0|00000001||
0906|1|00|0|00000001||
0907|1|00|0|00000001||
0908|2|00|0|00000001||
0909|1|00|0|00000001||
090A|1|00|0|00000001||
090B|2|00|0|00000001||
090C|2|00|0|00000001||
090D|2|00|0|00000001|HaveStaffGem|Have collected a Staff Energy Gem (if 0, explain it when you collect one)
090E|2|00|0|00000001||
090F|2|00|0|00000001||
0910|2|00|0|00000001||
0911|2|00|0|00000001||
0912|2|00|0|00000001|WarpRelated0912|related to warp pads
0913|2|00|0|00000001||
0914|2|00|0|00000001||
0915|2|00|0|00000001||
0916|0|00|0|00000001||
0917|0|00|0|00000001||
0918|0|00|0|00000001||
0919|2|00|0|00000001|Have50ScarabBag|
091A|2|00|0|00000001|Have100ScarabBag|
091B|2|00|0|00000001|Have200ScarabBag|
091C|1|00|0|00000001||
091D|1|00|0|00000001||
091E|0|00|0|00000001|WarpRelated091E|related to warp pads
091F|0|00|0|00000001||
0920|1|00|0|00000001||
0921|2|00|0|00000001||
0922|1|00|0|00000001||
0923|1|00|0|00000001||
0924|1|00|0|00000001||
0925|1|00|0|00000001||
0926|1|00|0|00000001||
0927|1|00|0|00000001||
0928|1|00|0|00000001||
0929|2|00|0|00000007||
092A|2|00|0|00000001||
092B|0|00|0|00000001||
092C|0|00|0|00000001||
092D|0|00|0|00000001||
092E|2|00|0|00000001||
092F|2|00|0|00000001||
0930|2|00|0|00000001||
0931|2|00|0|00000001||
0932|1|00|0|00000001||
0933|1|00|0|00000001||
0934|1|00|0|00000001||
0935|1|00|0|00000001||
0936|1|00|0|00000001||
0937|1|00|0|00000001||
0938|2|00|0|00000001||
0939|2|53|1|00000001||
093A|2|00|0|00000001||
093B|1|00|0|00000001||
093C|1|00|0|00000001||
093D|1|00|0|00000001||
093E|1|00|0|00000001||
093F|1|00|0|00000001||
0940|2|56|1|00000001||
0941|2|00|0|00000001||
0942|1|00|0|00000001||
0943|1|00|0|00000001||
0944|2|00|0|00000001||
0945|1|00|0|00000001||
0946|1|00|0|00000001||
0947|1|00|0|00000001||
0948|1|00|0|00000001||
0949|1|00|0|00000001||
094A|2|00|0|00000001||
094B|2|00|0|00000001||
094C|1|00|0|00000001||
094D|1|00|0|00000001||
094E|2|00|0|00000001||
094F|2|00|0|00000001||
0950|2|00|0|00000001||
0951|2|00|0|00000001||
0952|2|00|0|00000001||
0953|2|00|0|00000001|HaveFlute|
0954|1|00|0|00000001||
0955|1|00|0|00000001||
0956|2|09|1|00000001||
0957|2|1C|1|00000001|HaveStaffBooster|
0958|2|00|0|00000001|HaveLaserSpell|Have Rapid Fire Laser Spell (unused)
0959|1|00|0|00000001||
095A|1|00|0|00000001||
095B|2|00|0|00000001||
095C|2|00|0|00000001||
095D|2|00|0|00000001||
095E|2|00|0|00000001||
095F|2|00|0|00000001||
0960|2|00|0|00000001|StaffRelated0960|
0961|2|00|0|00000001|StaffRelated0961|
0962|2|00|0|00000001||
0963|2|00|0|00000001||
0964|2|00|0|00000001|StaffRelated0964|
0965|2|00|0|00000001|StaffRelated0965|
0966|3|00|0|00000001||
0967|2|00|0|00000001|HaveNoFireflies|set at start of new game
0968|3|00|0|00000001||
0969|2|00|0|00000001|StaffRelated0969|
096A|2|00|0|00000001||
096B|2|00|0|00000001|StaffRelated096B|
096C|1|00|0|00000001||
096D|0|00|0|00000001||
096E|0|00|0|00000001||
096F|0|00|0|00000001||
0970|1|00|0|00000001|SavedWithOneLessHealth|game saved with one less health - no idea why this exists
0971|0|00|0|00000001||
0972|1|00|0|00000001||
0973|1|00|0|00000001||
0974|2|00|0|00000001||
0975|2|00|0|00000001||
0976|2|00|0|00000001||
0977|2|00|0|00000001||
0978|1|00|0|00000001||
0979|1|00|0|00000001||
097A|1|00|0|00000001||
097B|0|00|0|00000001||
097C|0|00|0|00000001||
097D|0|00|0|00000001||
097E|0|00|0|00000001||
097F|0|00|0|00000001||
0980|0|00|0|00000001||
0981|0|00|0|00000001||
0982|1|00|0|00000001||
0983|3|00|0|00000001||
0984|3|00|0|00000001||
0985|3|00|0|00000001||
0986|2|00|0|00000001|StaffRelated0986|
0987|1|00|0|00000001||
0988|1|00|0|00000001||
0989|2|00|0|00000001||
098A|2|00|0|00000001||
098B|0|00|0|00000001||
098C|2|00|0|00000001||
098D|0|00|0|00000001||
098E|2|00|0|00000001||
098F|0|00|0|00000001||
0990|2|00|0|00000001||
0991|0|00|0|00000001||
0992|2|00|0|00000001||
0993|0|00|0|00000001||
0994|2|00|0|00000001||
0995|0|00|0|00000001||
0996|2|00|0|00000001||
0997|0|00|0|00000001||
0998|2|00|0|00000001||
0999|0|00|0|00000001||
099A|0|00|0|00000001||
099B|2|00|0|00000001||
099C|0|00|0|00000001||
099D|2|00|0|00000001||
099E|0|00|0|00000001||
099F|2|00|0|00000001||
09A0|0|00|0|00000001||
09A1|2|00|0|00000001||
09A2|2|00|0|00000001||
09A3|2|00|0|00000001||
09A4|2|00|0|00000001||
09A5|2|00|0|00000001||
09A6|2|3F|1|00000001||
09A7|0|00|0|00000001||
09A8|2|00|0|00000001||
09A9|1|00|0|00000001||
09AA|2|02|1|00000001||
09AB|2|00|0|00000001||
09AC|2|00|0|00000001||
09AD|2|03|1|00000001||
09AE|0|00|0|00000001||
09AF|2|00|0|00000001||
09B0|2|00|0|00000001||
09B1|2|00|0|00000001||
09B2|2|00|0|00000001||
09B3|2|00|0|00000001||
09B4|2|00|0|00000001||
09B5|0|00|0|00000001||
09B6|0|00|0|00000001||
09B7|0|00|0|00000001||
09B8|0|00|0|00000001||
09B9|1|00|0|00000001||
09BA|2|00|0|00000001||
09BB|2|00|0|00000001||
09BC|2|00|0|00000001||
09BD|2|00|0|00000001||
09BE|2|00|0|00000001||
09BF|2|00|0|00000001||
09C0|0|00|0|00000001||
09C1|0|00|0|00000001||
09C2|0|00|0|00000001||
09C3|1|00|0|00000001||
09C4|0|00|0|00000001||
09C5|0|00|0|00000001||
09C6|1|00|0|00000001||
09C7|1|00|0|00000001||
09C8|0|00|0|00000001||
09C9|1|00|0|00000001||
09CA|0|00|0|00000001||
09CB|1|00|0|00000001||
09CC|2|00|0|00000001||
09CD|1|00|0|00000001||
09CE|2|00|0|00000001||
09CF|2|00|0|00000001||
09D0|1|00|0|00000001||
09D1|0|00|0|00000001||
09D2|0|00|0|00000001||
09D3|2|00|0|00000001||
09D4|2|00|0|00000001||
09D5|0|00|0|00000001|IncomingCommunication|Slippy calling you
09D6|1|00|0|00000001||
09D7|1|00|0|00000001||
09D8|1|00|0|00000001||
09D9|1|00|0|00000001||
09DA|1|00|0|00000001||
09DB|0|00|0|00000001||
09DC|1|00|0|00000001||
09DD|0|00|0|00000001||
09DE|2|00|0|00000001||
09DF|0|00|0|00000001||
09E0|1|00|0|00000001||
09E1|1|00|0|00000001||
09E2|1|00|0|00000001||
09E3|0|00|0|00000001||
09E4|0|00|0|00000001||
09E5|0|00|0|00000001||
09E6|0|00|0|00000001||
09E7|1|00|0|00000001||
09E8|0|00|0|00000001||
09E9|2|8D|1|00000001||
09EA|1|00|0|00000001||
09EB|0|00|0|00000001||
09EC|0|00|0|00000001||
09ED|2|00|0|00000001||
09EE|2|00|0|00000001||
09EF|2|00|0|00000001||
09F0|3|00|0|00000001||
09F1|0|00|0|00000001||
09F2|1|00|0|00000001||
09F3|2|96|1|00000001||
09F4|2|00|0|00000001||
09F5|0|00|0|00000001||
09F6|2|29|1|00000001||
09F7|0|00|0|00000001||
09F8|0|00|0|00000001||
09F9|0|00|0|00000001||
09FA|0|00|0|00000001||
09FB|0|00|0|00000001||
09FC|2|00|0|00000001||
09FD|2|00|0|00000001||
09FE|2|00|0|00000001||
09FF|2|00|0|00000001||
0A00|2|00|0|00000001||
0A01|0|00|0|00000001||
0A02|0|00|0|00000001||
0A03|1|00|0|00000001||
0A04|1|00|0|00000001||
0A05|1|00|0|00000001||
0A06|1|00|0|00000001||
0A07|1|00|0|00000001||
0A08|2|00|0|00000001||
0A09|2|00|0|00000001||
0A0A|2|00|0|00000001||
0A0B|2|00|0|00000001||
0A0C|2|00|0|00000001||
0A0D|2|00|0|00000001||
0A0E|0|00|0|00000001||
0A0F|0|00|0|00000001||
0A10|0|00|0|00000001||
0A11|0|00|0|00000001||
0A12|0|00|0|00000001||
0A13|0|00|0|00000001||
0A14|0|00|0|00000001||
0A15|0|00|0|00000001||
0A16|0|00|0|00000001||
0A17|0|00|0|00000001||
0A18|0|00|0|00000001||
0A19|2|00|0|00000001||
0A1A|0|00|0|00000001||
0A1B|0|00|0|00000001||
0A1C|1|00|0|00000001||
0A1D|1|00|0|00000001||
0A1E|1|00|0|00000001||
0A1F|0|00|0|00000001||
0A20|0|00|0|00000001||
0A21|2|00|0|00000001||
0A22|2|00|0|00000001||
0A23|2|00|0|00000001||
0A24|2|00|0|00000001||
0A25|2|00|0|00000001||
0A26|2|00|0|00000001||
0A27|2|00|0|00000001||
0A28|2|00|0|00000001||
0A29|0|00|0|00000001||
0A2A|0|00|0|00000001||
0A2B|0|00|0|00000001||
0A2C|0|00|0|00000001||
0A2D|0|00|0|00000001||
0A2E|2|00|0|00000001||
0A2F|0|00|0|00000001||
0A30|0|00|0|00000001||
0A31|1|72|1|00000001||
0A32|0|00|0|00000001||
0A33|0|00|0|00000001||
0A34|0|00|0|00000001||
0A35|2|00|0|00000001||
0A36|2|00|0|00000001||
0A37|0|00|0|00000001||
0A38|0|00|0|00000001||
0A39|0|00|0|00000001||
0A3A|0|00|0|00000001||
0A3B|0|00|0|00000001||
0A3C|0|00|0|00000001||
0A3D|0|00|0|00000001||
0A3E|0|00|0|00000001||
0A3F|0|00|0|00000001||
0A40|0|00|0|00000001||
0A41|0|00|0|00000001||
0A42|2|00|0|00000001||
0A43|2|7E|1|00000001||
0A44|0|00|0|00000001||
0A45|2|00|0|00000001||
0A46|0|00|0|00000001||
0A47|0|00|0|00000001||
0A48|2|00|0|00000001||
0A49|2|00|0|00000001||
0A4A|0|00|0|00000001||
0A4B|0|00|0|00000001||
0A4C|0|00|0|00000001||
0A4D|0|00|0|00000001||
0A4E|0|00|0|00000001||
0A4F|0|00|0|00000001||
0A50|0|00|0|00000001||
0A51|0|00|0|00000001||
0A52|0|00|0|00000001||
0A53|0|00|0|00000001||
0A54|0|00|0|00000001||
0A55|1|00|0|00000001||
0A56|1|00|0|00000001||
0A57|2|00|0|00000001||
0A58|2|00|0|00000001||
0A59|2|00|0|00000001||
0A5A|2|00|0|00000001||
0A5B|2|00|0|00000001||
0A5C|0|00|0|00000001||
0A5D|2|00|0|00000001||
0A5E|2|00|0|00000001||
0A5F|2|00|0|00000001||
0A60|0|00|0|00000001||
0A61|0|00|0|00000001||
0A62|3|00|0|FFFFFFFF||
0A63|2|00|0|00000001|WorldMapDinoPlanet|unlocked Dinosaur Planet on world map (automatically set when loading the world map)
0A64|2|00|0|00000001||
0A65|2|00|0|00000001||
0A66|2|00|0|00000001||
0A67|2|00|0|00000001||
0A68|0|00|0|00000001||
0A69|0|00|0|00000001||
0A6A|0|00|0|00000001||
0A6B|0|00|0|00000001||
0A6C|0|00|0|00000001||
0A6D|0|00|0|00000001||
0A6E|1|00|0|00000001||
0A6F|0|00|0|00000001||
0A70|0|00|0|00000001||
0A71|0|00|0|00000001||
0A72|2|00|0|00000001||
0A73|2|00|0|00000001||
0A74|2|00|0|00000001||
0A75|2|00|0|00000001||
0A76|2|00|0|00000001||
0A77|2|00|0|00000001||
0A78|2|00|0|00000001||
0A79|1|00|0|00000001||
0A7A|1|00|0|00000001||
0A7B|1|00|0|00000001||
0A7C|0|00|0|00000001||
0A7D|2|00|0|00000001||
0A7E|2|00|0|00000001||
0A7F|3|00|0|00000001||
0A80|2|00|0|00000001||
0A81|0|00|0|00000001||
0A82|2|25|1|00000001||
0A83|2|00|0|00000001||
0A84|2|00|0|00000001||
0A85|2|00|0|00000001||
0A86|2|00|0|00000001||
0A87|2|00|0|00000001||
0A88|2|00|0|00000001||
0A89|2|00|0|00000001||
0A8A|2|00|0|00000001||
0A8B|2|00|0|00000001||
0A8C|1|00|0|00000001||
0A8D|1|00|0|00000001||
0A8E|1|00|0|00000001||
0A8F|1|00|0|00000001||
0A90|1|00|0|00000001||
0A91|1|00|0|00000001||
0A92|1|00|0|00000001||
0A93|0|00|0|00000001||
0A94|0|00|0|00000001||
0A95|0|00|0|00000001||
0A96|0|00|0|00000001||
0A97|0|00|0|00000001||
0A98|0|00|0|00000001||
0A99|0|00|0|00000001||
0A9A|2|00|0|00000001||
0A9B|2|00|0|00000001||
0A9C|2|00|0|00000001||
0A9D|2|00|0|00000001||
0A9E|2|00|0|00000001||
0A9F|2|00|0|000FFFFF||
0AA0|2|00|0|000FFFFF||
0AA1|2|00|0|000FFFFF||
0AA2|2|00|0|000FFFFF||
0AA3|2|00|0|000FFFFF||
0AA4|2|00|0|000FFFFF||
0AA5|0|00|0|00000001||
0AA6|0|00|0|00000001||
0AA7|0|00|0|00000001||
0AA8|0|00|0|00000001||
0AA9|2|00|0|000FFFFF||
0AAA|0|00|0|00000001||
0AAB|0|00|0|00000001||
0AAC|0|00|0|00000001||
0AAD|0|00|0|00000001||
0AAE|2|00|0|000FFFFF||
0AAF|0|00|0|00000001||
0AB0|0|00|0|00000001||
0AB1|0|00|0|00000001||
0AB2|0|00|0|00000001||
0AB3|2|00|0|000FFFFF||
0AB4|0|00|0|00000001||
0AB5|0|00|0|00000001||
0AB6|0|00|0|00000001||
0AB7|0|00|0|00000001||
0AB8|2|00|0|00000001||
0AB9|2|00|0|00000001||
0ABA|1|00|0|00000001||
0ABB|1|00|0|00000001||
0ABC|1|00|0|00000001||
0ABD|1|00|0|00000001||
0ABE|1|00|0|00000001||
0ABF|1|00|0|00000001||
0AC0|1|00|0|00000001||
0AC1|1|00|0|00000001||
0AC2|1|00|0|00000001||
0AC3|2|00|0|00000001||
0AC4|0|00|0|00000001||
0AC5|0|00|0|00000001||
0AC6|0|00|0|00000001||
0AC7|0|00|0|00000001||
0AC8|0|00|0|00000001||
0AC9|0|00|0|00000001||
0ACA|0|00|0|00000001||
0ACB|0|00|0|00000001||
0ACC|0|00|0|00000001||
0ACD|0|00|0|00000001||
0ACE|1|00|0|00000001||
0ACF|2|00|0|00000001||
0AD0|1|00|0|00000001||
0AD1|1|00|0|00000001||
0AD2|2|00|0|00000001||
0AD3|2|00|0|00000001||
0AD4|2|00|0|00000001||
0AD5|2|00|0|00000001||
0AD6|2|00|0|00000001||
0AD7|1|00|0|00000001||
0AD8|2|00|0|00000001||
0AD9|2|00|0|00000001||
0ADA|2|00|0|00000001||
0ADB|2|00|0|00000001||
0ADC|2|00|0|00000001||
0ADD|2|00|0|00000001||
0ADE|0|00|0|00000001||
0ADF|2|00|0|00000001||
